,Unnamed: 0,UDI,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Product Type_H,Product Type_L,Product Type_M,Machine failure Labelled_HDF,"Machine failure Labelled_HDF, OSF","Machine failure Labelled_HDF, PWF","Machine failure Labelled_HDF, PWF, OSF","Machine failure Labelled_HDF, RNF",Machine failure Labelled_No Failure,Machine failure Labelled_OSF,Machine failure Labelled_PWF,"Machine failure Labelled_PWF, OSF",Machine failure Labelled_RNF,Machine failure Labelled_TWF,"Machine failure Labelled_TWF, HDF","Machine failure Labelled_TWF, HDF, OSF","Machine failure Labelled_TWF, HDF, PWF, OSF","Machine failure Labelled_TWF, OSF","Machine failure Labelled_TWF, PWF, OSF","Machine failure Labelled_TWF, RNF"
4213,4281,4282,1832,22.9,180,301.9948119881093,299.9962526981395,4393.283231733332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,4282,4283,1374,48.5,182,301.8948249205823,299.92885518266246,6978.413866999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,4283,4284,1334,61.0,185,301.79483785305547,299.92885518266246,8521.458155333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4216,4284,4285,1493,40.3,187,301.79483785305547,299.9962526981395,6300.7624320333325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,4285,4286,1317,49.0,189,301.6948507855285,299.92885518266246,6757.874249,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,4286,4287,1434,47.9,192,301.6948507855285,299.92885518266246,7193.0472958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,4287,4288,1457,39.2,195,301.6948507855285,299.92885518266246,5981.000929866666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,4288,4289,1391,50.6,198,301.6948507855285,299.9962526981395,7370.651850466666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,4289,4290,1781,23.9,201,301.79483785305547,299.9962526981395,4457.486859366666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4222,4290,4291,1642,32.6,203,301.79483785305547,299.9962526981395,5605.5599809333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,4291,4292,2032,19.0,205,301.79483785305547,299.9962526981395,4043.0168906666654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,4293,4294,1393,44.9,210,301.79483785305547,299.9962526981395,6549.764855433333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,4294,4295,1743,27.3,213,301.6948507855285,300.0636502136165,4982.9701467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4226,4295,4296,1457,40.4,215,301.79483785305547,300.1310477290935,6164.0927950666655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,4297,4298,1609,34.2,220,301.79483785305547,300.1310477290935,5762.4928734000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4228,4298,4299,1437,42.3,3,301.79483785305547,300.1310477290935,6365.395410299999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,4299,4300,1402,50.1,5,301.6948507855285,300.0636502136165,7355.5303306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230,4300,4301,1644,34.6,8,301.6948507855285,300.0636502136165,5956.7059672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,4301,4302,1471,51.1,10,301.6948507855285,300.1310477290935,7871.578375966666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4232,4303,4304,1435,48.1,14,301.6948507855285,300.1310477290935,7228.117912166666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,4304,4305,1694,26.3,16,301.59486371800165,300.0636502136165,4665.491533266666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4234,4305,4306,1687,26.6,18,301.59486371800165,300.0636502136165,4699.211265933333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235,4306,4307,1869,22.9,20,301.59486371800165,299.9962526981395,4482.0122053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4236,4307,4308,1259,63.9,22,301.39488958294777,299.92885518266246,8424.7076553,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4237,4308,4309,1460,47.2,27,301.39488958294777,299.92885518266246,7216.441669333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4238,4309,4310,1501,39.5,30,301.29490251542086,299.92885518266246,6208.776676833333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4239,4310,4311,1776,25.6,32,301.39488958294777,299.9962526981395,4761.1424768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4240,4311,4312,1468,40.8,35,301.4948766504747,300.0636502136165,6272.121603199999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4241,4312,4313,1430,46.5,37,301.4948766504747,300.0636502136165,6963.334235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,4313,4314,1502,46.6,39,301.39488958294777,300.0636502136165,7329.664572933333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,4314,4315,1623,32.3,44,301.39488958294777,300.0636502136165,5489.708613699999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,4315,4316,1651,29.8,47,301.39488958294777,299.9962526981395,5152.186656066667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4245,4316,4317,1639,33.4,49,301.4948766504747,300.0636502136165,5732.626824466665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4246,4317,4318,1417,44.6,52,301.4948766504747,299.9962526981395,6618.094437933333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247,4318,4319,1541,42.2,54,301.4948766504747,300.0636502136165,6809.940867266667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4248,4319,4320,1411,45.1,57,301.59486371800165,300.1310477290935,6663.951179966666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249,4320,4321,1397,44.6,59,301.6948507855285,300.1984452445705,6524.684495266667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4250,4321,4322,1686,28.9,61,301.6948507855285,300.1310477290935,5102.5076462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4251,4322,4323,1431,44.0,64,301.6948507855285,300.0636502136165,6593.569092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252,4323,4324,1341,50.5,66,301.79483785305547,300.1984452445705,7091.668186499999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4253,4324,4325,1486,43.0,68,301.6948507855285,300.1310477290935,6691.377260666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4254,4325,4326,1384,57.1,70,301.59486371800165,300.1310477290935,8275.618265866668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4255,4326,4327,1362,55.8,72,301.59486371800165,300.0636502136165,7958.652778799999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4256,4327,4328,1660,29.3,77,301.6948507855285,300.0636502136165,5093.355147333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4257,4328,4329,1326,48.2,79,301.59486371800165,300.0636502136165,6692.968999600001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4258,4329,4330,1566,30.3,81,301.59486371800165,299.9962526981395,4968.927239400001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,4330,4331,1549,38.5,83,301.4948766504747,299.86145766718545,6245.114401166666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4260,4331,4332,1746,31.1,86,301.59486371800165,299.92885518266246,5686.3407318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4261,4332,4333,1452,41.5,89,301.6948507855285,299.92885518266246,6310.197674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4262,4333,4334,1588,33.9,91,301.59486371800165,299.86145766718545,5637.3947596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4263,4334,4335,1472,42.5,93,301.59486371800165,299.86145766718545,6551.262346666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,4335,4336,1607,37.7,95,301.6948507855285,299.92885518266246,6344.325813366667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4265,4336,4337,1423,53.6,100,301.59486371800165,299.92885518266246,7987.262191733334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4266,4337,4338,1440,43.4,102,301.59486371800165,299.92885518266246,6544.560287999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4267,4338,4339,1397,43.7,104,301.59486371800165,299.92885518266246,6393.020458366667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4268,4339,4340,1524,46.6,106,301.6948507855285,299.92885518266246,7437.0231752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4269,4340,4341,1533,40.9,109,301.6948507855285,299.92885518266246,6565.891684099999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,4341,4342,1398,46.0,111,301.6948507855285,299.86145766718545,6734.312324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4271,4342,4343,1284,68.2,114,301.6948507855285,299.86145766718545,9170.1755464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4272,4343,4344,1491,39.3,116,301.6948507855285,299.86145766718545,6136.185003899998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,4344,4345,1418,51.3,121,301.79483785305547,299.92885518266246,7617.6646002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4274,4345,4346,1546,39.8,124,301.79483785305547,299.86145766718545,6443.484865733332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,4346,4347,1598,30.4,126,301.79483785305547,299.79406015170844,5087.197630933332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4276,4347,4348,1724,27.5,131,301.8948249205823,299.86145766718545,4964.759396666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4277,4348,4349,1507,44.7,133,301.8948249205823,299.86145766718545,7054.2204337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4278,4349,4350,1595,31.4,135,301.8948249205823,299.79406015170844,5244.675065666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,4350,4351,1568,37.5,138,301.8948249205823,299.79406015170844,6157.5164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,4351,4352,1432,43.7,140,301.79483785305547,299.7266626362314,6553.189188533333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4281,4352,4353,1424,42.8,142,301.8948249205823,299.79406015170844,6382.370468266666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4282,4353,4354,1386,62.7,145,301.9948119881093,299.79406015170844,9100.3694166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4283,4354,4355,1456,58.1,147,301.9948119881093,299.86145766718545,8858.613594133334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4284,4355,4356,1280,57.3,152,301.9948119881093,299.86145766718545,7680.559232,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4285,4356,4357,1649,31.0,154,301.9948119881093,299.86145766718545,5353.164640333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4286,4357,4358,1407,52.8,156,301.9948119881093,299.92885518266246,7779.5821488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4287,4358,4359,1606,34.5,161,301.9948119881093,299.92885518266246,5802.202571000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4288,4359,4360,1531,38.0,164,302.0947990556362,299.9962526981395,6092.380767333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4289,4360,4361,1543,35.8,166,302.0947990556362,300.0636502136165,5784.651554866666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,4361,4362,1379,48.2,169,302.0947990556362,300.0636502136165,6960.485860066666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,4362,4363,1447,46.6,171,302.0947990556362,300.0636502136165,7061.268067266668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4292,4363,4364,1844,24.6,176,302.0947990556362,300.0636502136165,4750.3354072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4293,4364,4365,1615,29.9,181,302.0947990556362,300.0636502136165,5056.755623833334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4294,4365,4366,1449,48.8,183,301.9948119881093,299.9962526981395,7404.8532936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4295,4366,4367,1388,51.4,185,301.9948119881093,299.92885518266246,7471.036122933333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,4367,4368,1447,42.8,190,301.9948119881093,299.92885518266246,6485.456508133333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297,4368,4369,1664,28.6,192,301.9948119881093,299.9962526981395,4983.650824533333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298,4369,4370,1735,27.2,197,301.9948119881093,299.92885518266246,4941.930509333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,4370,4371,1308,57.6,199,301.9948119881093,299.92885518266246,7889.6634624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,4371,4372,1480,40.0,201,301.9948119881093,299.86145766718545,6199.4042666666655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4301,4372,4373,1439,41.7,204,301.8948249205823,299.7266626362314,6283.839733900001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,4373,4374,1533,35.9,207,301.8948249205823,299.79406015170844,5763.2154391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4303,4374,4375,1551,34.8,209,301.9948119881093,299.79406015170844,5652.2230644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4304,4375,4376,1414,36.3,211,301.9948119881093,299.79406015170844,5375.071994599999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4305,4376,4377,1551,34.6,214,301.8948249205823,299.7266626362314,5619.739023800001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,4377,4378,1436,49.0,217,301.79483785305547,299.7266626362314,7368.494625333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,4378,4379,1385,45.8,220,301.8948249205823,299.7266626362314,6642.682615666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,4379,4380,1732,30.1,223,301.79483785305547,299.6592651207544,5459.371326266667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4309,4380,4381,1410,49.0,225,301.8948249205823,299.7266626362314,7235.08177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4310,4381,4382,1446,43.2,227,301.8948249205823,299.7266626362314,6541.5443616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4311,4382,4383,1525,39.6,229,301.79483785305547,299.6592651207544,6324.020670000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,4383,4384,1298,65.5,231,301.6948507855285,299.6592651207544,8903.161340333332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4313,4384,4385,1443,42.7,233,301.79483785305547,299.7266626362314,6452.4174533000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4314,4385,4386,1442,45.3,235,301.79483785305547,299.79406015170844,6840.560897799999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4315,4386,4387,1719,31.9,2,301.8948249205823,299.79406015170844,5742.4181133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,4387,4388,1532,39.4,4,301.9948119881093,299.86145766718545,6320.962855733333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4317,4388,4389,1701,27.2,6,301.9948119881093,299.86145766718545,4845.085761599999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4318,4389,4390,1355,45.1,9,302.0947990556362,299.9962526981395,6399.4711898333335,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4319,4390,4391,1421,45.4,12,302.1947861231631,300.0636502136165,6755.821743533333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,4391,4392,1368,51.6,15,302.1947861231631,300.0636502136165,7392.035606399999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4321,4392,4393,1458,45.1,17,302.1947861231631,300.0636502136165,6885.925457400001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,4393,4394,1572,34.6,20,302.1947861231631,300.0636502136165,5695.8283336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,4394,4395,1483,48.7,22,302.1947861231631,299.9962526981395,7563.074237966666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
