,UDI,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
4987,4988,M19847,M,1303,54.4,5,0,0,0,0,0,0,303.69459213606683,302.01817816244994,7422.865076266667,HDF
4989,4990,L52169,L,1499,37.4,9,0,0,0,0,0,0,303.89456627112065,302.152973193404,5870.856784466667,No Failure
4990,4991,L52170,L,1393,46.5,11,0,0,0,0,0,0,303.89456627112065,302.152973193404,6783.1640485,No Failure
4991,4992,M19851,M,1475,41.0,14,0,0,0,0,0,0,303.89456627112065,302.01817816244994,6332.921841666666,No Failure
4992,4993,L52172,L,1573,34.6,16,0,0,0,0,0,0,303.7945792035938,301.95078064697293,5699.451634066666,No Failure
4993,4994,L52173,L,1819,23.7,18,0,0,0,0,0,0,303.7945792035938,301.95078064697293,4514.4962459,No Failure
4994,4995,M19854,M,1642,29.4,21,0,0,0,0,0,0,303.494618001013,301.7485881005419,5055.3209644,No Failure
4995,4996,L52175,L,1540,39.8,23,0,0,0,0,0,0,303.59460506854,301.7485881005419,6418.477809333333,No Failure
4996,4997,M19856,M,1400,43.2,26,0,0,0,0,0,0,303.59460506854,301.8833831314959,6333.44544,No Failure
4998,4999,M19858,M,1825,25.2,32,0,0,0,0,0,0,303.59460506854,301.8833831314959,4816.05747,No Failure
4999,5000,M19859,M,1532,41.3,35,0,0,0,0,0,0,303.69459213606683,301.95078064697293,6625.780861466666,No Failure
5000,5001,L52180,L,1832,23.6,37,0,0,0,0,0,0,303.69459213606683,301.8833831314959,4527.575732266666,No Failure
5002,5003,L52182,L,1627,31.7,42,0,0,0,0,0,0,303.69459213606683,301.8833831314959,5401.011056033333,No Failure
5003,5004,L52183,L,1437,51.3,44,0,0,0,0,0,0,303.69459213606683,301.8833831314959,7719.734859299999,No Failure
5004,5005,L52184,L,1364,46.3,46,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6613.382052933332,HDF
5005,5006,M19865,M,1444,52.7,49,0,0,0,0,0,0,303.69459213606683,301.95078064697293,7969.040969733334,No Failure
5006,5007,M19866,M,1366,47.3,52,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6766.126158733333,HDF
5007,5008,L52187,L,1442,48.3,54,0,0,0,0,0,0,303.7945792035938,301.95078064697293,7293.5781757999985,No Failure
5008,5009,H34422,H,1488,42.8,59,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6669.2185792,No Failure
5009,5010,L52189,L,1523,40.7,61,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6491.163729966666,No Failure
5010,5011,L52190,L,1543,38.3,63,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6188.607669033332,No Failure
5011,5012,M19871,M,1634,33.8,66,0,0,0,0,0,0,303.69459213606683,301.8833831314959,5783.583414266665,No Failure
5012,5013,M19872,M,1815,27.8,69,0,0,0,0,0,0,303.7945792035938,301.95078064697293,5283.840221,No Failure
5013,5014,M19873,M,1594,35.2,72,0,0,0,0,0,0,303.7945792035938,301.95078064697293,5875.694833066667,No Failure
5014,5015,L52194,L,1452,38.6,74,0,0,0,0,0,0,303.7945792035938,302.01817816244994,5869.2441016,No Failure
5015,5016,L52195,L,1759,28.4,76,0,0,0,0,0,0,303.89456627112065,302.01817816244994,5231.333780133334,No Failure
5016,5017,L52196,L,1408,47.5,78,0,0,0,0,0,0,303.89456627112065,302.01817816244994,7003.651306666667,No Failure
5017,5018,L52197,L,1483,45.0,80,0,0,0,0,0,0,303.89456627112065,302.01817816244994,6988.466955,No Failure
5018,5019,M19878,M,1620,36.6,83,0,0,0,0,0,0,303.89456627112065,302.01817816244994,6209.038476000001,No Failure
5019,5020,M19879,M,1466,39.5,86,0,0,0,0,0,0,303.9945533386476,302.085575677927,6064.001737666666,No Failure
5020,5021,L52200,L,1556,36.3,88,0,0,0,0,0,0,304.09454040617453,302.085575677927,5914.8599884,No Failure
5021,5022,L52201,L,1350,61.1,90,0,0,0,0,0,0,303.9945533386476,302.01817816244994,8637.801705,HDF
5022,5023,L52202,L,1404,47.1,92,0,0,0,0,0,0,303.9945533386476,302.085575677927,6924.9440052,No Failure
5023,5024,M19883,M,1575,34.5,95,0,0,0,0,0,0,303.9945533386476,302.01817816244994,5690.204887499999,No Failure
5024,5025,L52204,L,1639,29.0,97,0,0,0,0,0,0,303.89456627112065,302.085575677927,4977.430476333333,No Failure
5025,5026,M19885,M,1473,42.8,100,0,0,0,0,0,0,303.89456627112065,302.085575677927,6601.9885532,No Failure
5026,5027,L52206,L,1481,40.0,102,0,0,0,0,0,0,303.89456627112065,302.152973193404,6203.593053333333,No Failure
5027,5028,L52207,L,1294,54.6,104,0,0,0,0,0,0,303.9945533386476,302.22037070888103,7398.6957772,HDF
5028,5029,M19888,M,1630,29.3,107,0,0,0,0,0,0,303.89456627112065,302.152973193404,5001.3065603333325,No Failure
5029,5030,M19889,M,1624,39.8,110,0,0,0,0,0,0,303.89456627112065,302.152973193404,6768.576598933332,No Failure
5030,5031,M19890,M,1437,48.3,113,0,0,0,0,0,0,303.89456627112065,302.085575677927,7268.288376299999,No Failure
5031,5032,M19891,M,1514,45.0,116,0,0,0,0,0,0,303.7945792035938,302.01817816244994,7134.55089,No Failure
5032,5033,M19892,M,1694,31.4,119,0,0,0,0,0,0,303.9945533386476,302.085575677927,5570.206621466666,No Failure
5033,5034,L52213,L,1564,50.9,121,0,0,0,0,0,0,303.9945533386476,302.085575677927,8336.481336133333,No Failure
5034,5035,M19894,M,1514,41.1,124,0,0,0,0,0,0,303.89456627112065,302.085575677927,6516.223146200001,No Failure
5035,5036,M19895,M,1500,40.6,127,0,0,0,0,0,0,303.9945533386476,302.152973193404,6377.4277,No Failure
5036,5037,L52216,L,1615,37.8,129,0,0,0,0,0,0,303.9945533386476,302.152973193404,6392.821491,No Failure
5037,5038,M19897,M,1586,41.1,132,0,0,0,0,0,0,304.09454040617453,302.152973193404,6826.109583800001,No Failure
5038,5039,L52218,L,1732,28.5,134,0,0,0,0,0,0,304.09454040617453,302.22037070888103,5169.172186,No Failure
5039,5040,H34453,H,1689,32.5,139,0,0,0,0,0,0,304.09454040617453,302.22037070888103,5748.324302499999,No Failure
5040,5041,H34454,H,1586,34.6,144,0,0,0,0,0,0,304.09454040617453,302.152973193404,5746.554540133334,No Failure
5041,5042,L52221,L,1314,47.1,146,0,0,0,0,0,0,303.9945533386476,302.152973193404,6481.0373382,HDF
5042,5043,L52222,L,1569,35.8,148,0,0,0,0,0,0,304.09454040617453,302.152973193404,5882.124620599999,No Failure
5043,5044,L52223,L,1468,39.4,150,0,0,0,0,0,0,304.09454040617453,302.152973193404,6056.901744266665,No Failure
5044,5045,L52224,L,1412,47.5,152,0,0,0,0,0,0,304.09454040617453,302.152973193404,7023.548043333333,No Failure
5045,5046,M19905,M,1510,46.9,155,0,0,0,0,0,0,304.09454040617453,302.152973193404,7416.142073666667,No Failure
5046,5047,M19906,M,1410,42.4,158,0,0,0,0,0,0,304.09454040617453,302.152973193404,6260.560552,No Failure
5047,5048,M19907,M,1680,29.3,161,0,0,0,0,0,0,304.09454040617453,302.22037070888103,5154.720872,No Failure
5048,5049,H34462,H,1271,68.6,166,1,0,0,1,0,0,303.9945533386476,302.152973193404,9130.570568466665,"HDF, PWF"
5049,5050,H34463,H,1472,45.5,171,0,0,0,0,0,0,303.9945533386476,302.085575677927,7013.704394666666,No Failure
5050,5051,H34464,H,1701,30.4,176,0,0,0,0,0,0,303.9945533386476,302.01817816244994,5415.0958512,No Failure
5051,5052,L52231,L,1480,39.9,178,0,0,0,0,0,0,303.89456627112065,302.01817816244994,6183.905755999998,No Failure
5052,5053,L52232,L,1433,48.4,180,0,0,0,0,0,0,303.89456627112065,302.01817816244994,7263.062864933334,No Failure
5053,5054,L52233,L,1514,34.3,182,0,0,0,0,0,0,303.7945792035938,301.95078064697293,5438.1132339333335,No Failure
5054,5055,L52234,L,1619,35.7,184,0,0,0,0,0,0,303.7945792035938,301.95078064697293,6052.6187099,No Failure
5055,5056,H34469,H,1378,45.6,189,0,0,0,0,0,0,303.7945792035938,301.95078064697293,6580.248750400001,HDF
5056,5057,M19916,M,1430,53.5,192,0,0,0,0,0,0,303.89456627112065,301.95078064697293,8011.578098333333,No Failure
5057,5058,L52237,L,1367,49.9,194,0,0,0,0,0,0,303.7945792035938,301.95078064697293,7143.274038233332,HDF
5058,5059,L52238,L,1526,42.5,196,0,0,0,0,0,0,303.89456627112065,301.95078064697293,6791.593981666665,No Failure
5059,5060,L52239,L,1419,47.9,198,0,0,0,0,0,0,303.89456627112065,301.8833831314959,7117.806215299998,No Failure
5060,5061,L52240,L,1542,42.7,200,0,0,0,0,0,0,303.9945533386476,301.8833831314959,6895.0989002,TWF
5061,5062,L52241,L,1363,62.5,202,1,0,0,0,1,0,303.9945533386476,301.95078064697293,8920.806604166666,"TWF, HDF, OSF"
5062,5063,L52242,L,1313,53.9,204,0,0,0,0,0,0,303.9945533386476,301.95078064697293,7411.084113766666,"TWF, HDF"
5063,5064,H34477,H,1495,46.6,5,0,0,0,0,0,0,303.9945533386476,301.95078064697293,7295.505017666667,No Failure
5064,5065,L52244,L,1407,42.1,7,0,0,0,0,0,0,303.9945533386476,302.01817816244994,6203.038039100001,No Failure
5065,5066,L52245,L,1566,37.2,9,0,0,0,0,0,0,304.09454040617453,302.01817816244994,6100.465125600002,No Failure
5066,5067,L52246,L,1550,30.9,11,0,0,0,0,0,0,304.09454040617453,302.085575677927,5015.548435,No Failure
5067,5068,M19927,M,1396,50.5,14,0,0,0,0,0,0,304.19452747370144,302.152973193404,7382.527060666665,No Failure
5068,5069,M19928,M,1540,39.0,17,0,0,0,0,0,0,304.29451454122835,302.22037070888103,6289.463180000001,No Failure
5069,5070,M19929,M,1380,48.7,20,0,0,0,0,0,0,304.19452747370144,302.152973193404,7037.789918,No Failure
5070,5071,M19930,M,1608,31.1,23,0,0,0,0,0,0,304.19452747370144,302.085575677927,5236.9048664,No Failure
5071,5072,H34485,H,1442,40.9,28,0,0,0,0,0,0,304.19452747370144,302.01817816244994,6176.135556733332,No Failure
5072,5073,L52252,L,1408,45.3,30,0,0,0,0,0,0,304.09454040617453,302.01817816244994,6679.2716672,No Failure
5073,5074,M19933,M,1454,46.8,33,0,0,0,0,0,0,303.9945533386476,302.01817816244994,7125.8801016,No Failure
5074,5075,L52254,L,1666,34.6,35,0,0,0,0,0,0,304.09454040617453,302.085575677927,6036.418577466667,No Failure
5075,5076,L52255,L,1366,46.6,37,0,0,0,0,0,0,304.09454040617453,302.152973193404,6665.993213466667,HDF
5076,5077,L52256,L,1464,44.9,39,0,0,0,0,0,0,304.19452747370144,302.152973193404,6883.6006808,No Failure
5077,5078,L52257,L,1775,24.9,41,0,0,0,0,0,0,304.29451454122835,302.22037070888103,4628.3474675,No Failure
5078,5079,M19938,M,1482,43.8,44,0,0,0,0,0,0,304.29451454122835,302.287768224358,6797.5211148,No Failure
5079,5080,M19939,M,1411,54.8,47,0,0,0,0,0,0,304.19452747370144,302.287768224358,8097.217841733332,No Failure
5080,5081,L52260,L,1410,51.6,49,0,0,0,0,0,0,304.19452747370144,302.22037070888103,7618.984068000001,No Failure
5081,5082,M19941,M,1494,39.0,52,0,0,0,0,0,0,304.09454040617453,302.22037070888103,6101.596098,No Failure
5082,5083,H34496,H,1590,43.4,57,0,0,0,0,0,0,304.09454040617453,302.152973193404,7226.285317999999,No Failure
5083,5084,L52263,L,1327,54.1,59,0,0,0,0,0,0,304.09454040617453,302.085575677927,7517.898173766667,HDF
5084,5085,L52264,L,1969,20.8,61,0,0,0,0,0,0,304.09454040617453,302.085575677927,4288.814892266667,No Failure
5085,5086,M19945,M,1377,56.0,64,0,0,0,0,0,0,303.9945533386476,302.01817816244994,8075.142936,HDF
5086,5087,L52266,L,1541,45.9,66,0,0,0,0,0,0,303.9945533386476,302.01817816244994,7407.0209907,No Failure
5087,5088,M19947,M,1685,28.2,69,0,0,0,0,0,0,303.9945533386476,302.01817816244994,4975.964400999999,No Failure
5088,5089,L52268,L,1465,41.0,71,0,0,0,0,0,0,303.9945533386476,302.085575677927,6289.986778333332,No Failure
5089,5090,M19949,M,1483,47.2,74,0,0,0,0,0,0,303.89456627112065,302.085575677927,7330.125339466666,No Failure
5090,5091,M19950,M,1570,40.7,77,0,0,0,0,0,0,303.89456627112065,302.152973193404,6691.481980333334,No Failure
5091,5092,L52271,L,1345,48.2,79,0,0,0,0,0,0,303.89456627112065,302.152973193404,6788.871270333333,HDF
5092,5093,M19952,M,1608,40.6,82,0,0,0,0,0,0,303.89456627112065,302.152973193404,6836.602494399999,No Failure
5093,5094,M19953,M,1415,52.8,85,0,0,0,0,0,0,303.9945533386476,302.22037070888103,7823.815736,No Failure
5094,5095,M19954,M,1470,45.8,88,0,0,0,0,0,0,304.09454040617453,302.35516573983506,7050.356277999999,No Failure
5095,5096,M19955,M,1428,39.9,91,0,0,0,0,0,0,304.09454040617453,302.35516573983506,5966.633391599999,No Failure
5096,5097,H34510,H,1627,32.2,96,0,0,0,0,0,0,304.19452747370144,302.35516573983506,5486.200504866667,No Failure
5097,5098,L52277,L,1457,49.4,98,0,0,0,0,0,0,304.19452747370144,302.287768224358,7537.281784066666,No Failure
5098,5099,L52278,L,1475,40.2,100,0,0,0,0,0,0,304.19452747370144,302.287768224358,6209.352634999999,No Failure
5099,5100,L52279,L,1438,50.1,102,0,0,0,0,0,0,304.19452747370144,302.35516573983506,7544.402721400001,No Failure
5100,5101,M19960,M,1437,47.2,105,0,0,0,0,0,0,304.19452747370144,302.35516573983506,7102.7579992,No Failure
5101,5102,M19961,M,1518,42.4,108,0,0,0,0,0,0,304.09454040617453,302.287768224358,6740.0928496,No Failure
5102,5103,M19962,M,1587,33.6,111,0,0,0,0,0,0,304.09454040617453,302.35516573983506,5583.9877296,No Failure
5103,5104,L52283,L,1399,43.7,113,0,0,0,0,0,0,304.09454040617453,302.287768224358,6402.172957233332,No Failure
5104,5105,L52284,L,1469,44.6,115,0,0,0,0,0,0,304.09454040617453,302.35516573983506,6860.960288866667,No Failure
5105,5106,L52285,L,1374,56.6,117,0,0,0,0,0,0,304.09454040617453,302.287768224358,8143.880925199999,HDF
5106,5107,L52286,L,1519,36.7,119,0,0,0,0,0,0,303.9945533386476,302.22037070888103,5837.838673566667,No Failure
5107,5108,L52287,L,1540,44.4,121,0,0,0,0,0,0,303.89456627112065,302.152973193404,7160.311928,No Failure
5108,5109,L52288,L,1394,51.6,123,0,0,0,0,0,0,303.89456627112065,302.22037070888103,7532.527511199999,No Failure
5109,5110,M19969,M,1389,45.8,126,0,0,0,0,0,0,303.9945533386476,302.287768224358,6661.867258599999,No Failure
5110,5111,M19970,M,1732,26.2,129,0,0,0,0,0,0,303.9945533386476,302.35516573983506,4752.010921866667,No Failure
5111,5112,L52291,L,1556,37.4,131,0,0,0,0,0,0,304.09454040617453,302.42256325531207,6094.0981698666665,No Failure
5112,5113,M19972,M,1441,43.7,134,0,0,0,0,0,0,304.09454040617453,302.42256325531207,6594.3754334333335,No Failure
5113,5114,L52293,L,1382,46.7,136,0,0,0,0,0,0,304.09454040617453,302.42256325531207,6758.5444548666665,No Failure
5114,5115,M19974,M,1481,44.9,139,0,0,0,0,0,0,304.19452747370144,302.5573582862661,6963.533202366666,No Failure
5116,5117,L52296,L,1401,53.9,144,0,0,0,0,0,0,304.19452747370144,302.5573582862661,7907.7904367,No Failure
5117,5118,L52297,L,1611,31.4,146,0,0,0,0,0,0,304.09454040617453,302.42256325531207,5297.2862262,No Failure
5118,5119,M19978,M,1512,33.4,149,0,0,0,0,0,0,304.19452747370144,302.42256325531207,5288.4269424,No Failure
5119,5120,L52299,L,1411,46.0,151,0,0,0,0,0,0,304.19452747370144,302.42256325531207,6796.934684666666,No Failure
5120,5121,M19980,M,1424,43.7,154,0,0,0,0,0,0,304.19452747370144,302.42256325531207,6516.579193066666,No Failure
5121,5122,L52301,L,1469,40.0,156,0,0,0,0,0,0,304.19452747370144,302.42256325531207,6153.327613333333,No Failure
5122,5123,H34536,H,1684,29.8,161,0,0,0,0,0,0,304.19452747370144,302.35516573983506,5255.167976266666,No Failure
5123,5124,M19983,M,1532,41.3,164,0,0,0,0,0,0,304.19452747370144,302.35516573983506,6625.780861466666,No Failure
5124,5125,M19984,M,1557,37.3,167,0,0,0,0,0,0,304.19452747370144,302.35516573983506,6081.709833299999,No Failure
5125,5126,M19985,M,1416,48.1,170,0,0,0,0,0,0,304.29451454122835,302.35516573983506,7132.414608799999,No Failure
5126,5127,L52306,L,1802,25.4,172,0,0,0,0,0,0,304.29451454122835,302.35516573983506,4793.102919066666,No Failure
5128,5129,L52308,L,1434,42.5,177,0,0,0,0,0,0,304.19452747370144,302.287768224358,6382.140085,No Failure
5129,5130,M19989,M,1725,28.3,180,0,0,0,0,0,0,304.09454040617453,302.22037070888103,5112.152327499999,No Failure
5130,5131,L52310,L,1668,35.7,182,0,0,0,0,0,0,304.19452747370144,302.22037070888103,6235.804822800001,No Failure
5131,5132,L52311,L,1452,43.9,184,0,0,0,0,0,0,304.09454040617453,302.22037070888103,6675.1247684,No Failure
5132,5133,L52312,L,1415,50.0,186,0,0,0,0,0,0,304.09454040617453,302.22037070888103,7408.916416666666,No Failure
5133,5134,L52313,L,1824,25.8,188,0,0,0,0,0,0,304.09454040617453,302.152973193404,4928.0237376,No Failure
5134,5135,L52314,L,1438,45.5,190,0,0,0,0,0,0,304.09454040617453,302.22037070888103,6851.703070333334,No Failure
5135,5136,L52315,L,1883,24.5,192,0,0,0,0,0,0,304.09454040617453,302.22037070888103,4831.084742166667,No Failure
5136,5137,L52316,L,1735,28.9,194,0,0,0,0,0,0,304.19452747370144,302.287768224358,5250.801166166666,No Failure
5137,5138,L52317,L,1464,36.7,196,0,0,0,0,0,0,304.29451454122835,302.35516573983506,5626.4620264000005,No Failure
5138,5139,M19998,M,1489,40.3,199,0,0,0,0,0,0,304.29451454122835,302.42256325531207,6283.881621766666,No Failure
5139,5140,M19999,M,1510,38.9,202,0,0,0,0,0,0,304.39450160875526,302.42256325531207,6151.128500333333,TWF
5140,5141,M20000,M,1585,32.1,205,0,0,0,0,0,0,304.29451454122835,302.42256325531207,5327.9795605,TWF
5141,5142,L52321,L,1509,35.0,207,1,1,0,0,0,0,304.39450160875526,302.4899607707891,5530.769195,TWF
5142,5143,L52322,L,1568,39.1,2,0,0,0,0,0,0,304.39450160875526,302.42256325531207,6420.237099733334,No Failure
5143,5144,M20003,M,1525,42.0,5,0,0,0,0,0,0,304.29451454122835,302.35516573983506,6707.294650000001,No Failure
5144,5145,L52324,L,1607,33.5,7,0,0,0,0,0,0,304.39450160875526,302.4899607707891,5637.530895166667,No Failure
5145,5146,L52325,L,1670,32.9,9,0,0,0,0,0,0,304.49448867628223,302.4899607707891,5753.612645666665,No Failure
5146,5147,L52326,L,1585,38.9,11,0,0,0,0,0,0,304.39450160875526,302.42256325531207,6456.648127833333,No Failure
5147,5148,L52327,L,1569,38.4,13,0,0,0,0,0,0,304.39450160875526,302.42256325531207,6309.318028799999,No Failure
5148,5149,L52328,L,1507,43.1,15,0,0,0,0,0,0,304.39450160875526,302.42256325531207,6801.720373433333,No Failure
5149,5150,L52329,L,1452,41.5,17,0,0,0,0,0,0,304.29451454122835,302.35516573983506,6310.197674,No Failure
5150,5151,L52330,L,1590,29.8,19,0,0,0,0,0,0,304.29451454122835,302.35516573983506,4961.827246,No Failure
5151,5152,L52331,L,1409,56.0,21,0,0,0,0,0,0,304.29451454122835,302.42256325531207,8262.800578666665,No Failure
5153,5154,L52333,L,1644,31.7,25,0,0,0,0,0,0,304.19452747370144,302.287768224358,5457.444484399999,No Failure
5154,5155,L52334,L,1568,37.6,27,0,0,0,0,0,0,304.19452747370144,302.287768224358,6173.936443733333,No Failure
5155,5156,H34569,H,1625,37.3,32,0,0,0,0,0,0,304.19452747370144,302.22037070888103,6347.320795833332,No Failure
5156,5157,L52336,L,1482,41.4,34,0,0,0,0,0,0,304.19452747370144,302.287768224358,6425.054204399999,No Failure
5157,5158,H34571,H,1397,49.6,39,0,0,0,0,0,0,304.09454040617453,302.22037070888103,7256.151366933333,No Failure
5158,5159,L52338,L,1459,50.3,41,0,0,0,0,0,0,304.09454040617453,302.22037070888103,7685.135481433334,No Failure
5159,5160,L52339,L,1490,44.0,43,0,0,0,0,0,0,304.19452747370144,302.287768224358,6865.421346666667,No Failure
5160,5161,L52340,L,1434,50.1,45,0,0,0,0,0,0,304.09454040617453,302.152973193404,7523.4169002,No Failure
5161,5162,M20021,M,2028,18.9,48,0,0,0,0,0,0,304.09454040617453,302.152973193404,4013.8210476,No Failure
5162,5163,L52342,L,1464,45.9,50,0,0,0,0,0,0,304.19452747370144,302.22037070888103,7036.9102728,No Failure
5163,5164,M20023,M,1713,23.5,53,0,0,0,0,0,0,304.19452747370144,302.287768224358,4215.5425415,No Failure
5164,5165,M20024,M,1624,32.1,56,0,0,0,0,0,0,304.29451454122835,302.287768224358,5459.0781112,No Failure
5165,5166,L52345,L,1421,43.4,58,0,0,0,0,0,0,304.19452747370144,302.287768224358,6458.208450866667,No Failure
5166,5167,H34580,H,1546,41.4,63,0,0,0,0,0,0,304.19452747370144,302.35516573983506,6702.519433199999,No Failure
5167,5168,L52347,L,1639,32.7,65,0,0,0,0,0,0,304.19452747370144,302.287768224358,5612.4819509,No Failure
5168,5169,H34582,H,1696,29.6,70,0,0,0,0,0,0,304.09454040617453,302.287768224358,5257.094818133333,No Failure
5169,5170,L52349,L,1470,39.9,72,0,0,0,0,0,0,304.09454040617453,302.22037070888103,6142.122608999999,No Failure
5170,5171,M20030,M,1480,38.4,75,0,0,0,0,0,0,304.09454040617453,302.22037070888103,5951.428095999999,No Failure
5171,5172,M20031,M,1329,54.5,78,0,0,0,0,0,0,304.19452747370144,302.287768224358,7584.8978165,HDF
5172,5173,L52352,L,1740,28.2,80,0,0,0,0,0,0,304.19452747370144,302.287768224358,5138.384603999999,No Failure
5173,5174,M20033,M,1739,28.1,83,0,0,0,0,0,0,304.19452747370144,302.35516573983506,5117.220759366667,No Failure
5174,5175,M20034,M,1390,47.8,86,0,0,0,0,0,0,304.19452747370144,302.35516573983506,6957.784092666665,No Failure
5175,5176,L52355,L,1740,23.7,88,0,0,0,0,0,0,304.19452747370144,302.287768224358,4318.429614,No Failure
5176,5177,M20036,M,1844,27.1,91,0,0,0,0,0,0,303.9945533386476,302.22037070888103,5233.093070533333,No Failure
5177,5178,H34591,H,1388,53.2,96,0,0,0,0,0,0,303.9945533386476,302.085575677927,7732.667738133334,No Failure
5178,5179,H34592,H,1517,43.1,101,0,0,0,0,0,0,303.9945533386476,302.152973193404,6846.8545497666655,No Failure
5179,5180,M20039,M,1450,42.8,104,0,0,0,0,0,0,303.9945533386476,302.085575677927,6498.9025133333325,No Failure
5180,5181,L52360,L,1584,38.7,106,0,0,0,0,0,0,303.9945533386476,302.152973193404,6419.3993424,No Failure
5181,5182,L52361,L,1720,28.7,108,0,0,0,0,0,0,303.9945533386476,302.085575677927,5169.3816253333325,No Failure
5182,5183,L52362,L,1586,31.9,110,0,0,0,0,0,0,303.89456627112065,302.085575677927,5298.123983533334,No Failure
5183,5184,M20043,M,1901,22.5,113,0,0,0,0,0,0,303.89456627112065,302.01817816244994,4479.1219425,No Failure
5184,5185,L52364,L,1397,42.4,115,0,0,0,0,0,0,303.9945533386476,302.01817816244994,6202.839071733333,No Failure
5185,5186,L52365,L,2012,21.1,117,0,0,0,0,0,0,303.9945533386476,302.01817816244994,4445.684952933333,No Failure
5187,5188,L52367,L,1648,35.7,121,0,0,0,0,0,0,303.9945533386476,302.085575677927,6161.034980800001,No Failure
5188,5189,L52368,L,1632,30.6,123,0,0,0,0,0,0,303.9945533386476,302.152973193404,5229.6163776,No Failure
5189,5190,M20049,M,1427,46.9,126,0,0,0,0,0,0,304.09454040617453,302.152973193404,7008.499827233333,No Failure
5190,5191,L52370,L,1452,48.0,128,0,0,0,0,0,0,304.09454040617453,302.152973193404,7298.541888,No Failure
5191,5192,L52371,L,1416,46.0,130,0,0,0,0,0,0,303.9945533386476,302.152973193404,6821.020207999999,No Failure
5192,5193,L52372,L,1310,62.9,132,0,0,0,0,0,0,303.89456627112065,302.085575677927,8628.795813666666,HDF
5193,5194,H34607,H,1408,39.8,137,0,0,0,0,0,0,303.9945533386476,302.085575677927,5868.322568533333,No Failure
5194,5195,M20054,M,1668,34.4,140,0,0,0,0,0,0,303.89456627112065,302.085575677927,6008.7306976,No Failure
5195,5196,L52375,L,1551,36.8,142,0,0,0,0,0,0,303.89456627112065,302.01817816244994,5977.0634704,No Failure
5196,5197,H34610,H,1517,36.0,147,0,0,0,0,0,0,303.89456627112065,302.01817816244994,5718.950435999999,No Failure
5197,5198,H34611,H,1570,35.8,152,0,0,0,0,0,0,303.7945792035938,301.95078064697293,5885.873584666666,No Failure
5198,5199,L52378,L,1428,53.3,154,0,0,0,0,0,0,303.7945792035938,301.8833831314959,7970.465157199999,No Failure
5199,5200,L52379,L,1503,40.0,156,0,0,0,0,0,0,303.7945792035938,301.8833831314959,6295.746359999999,No Failure
5200,5201,L52380,L,1416,58.7,158,0,0,0,0,0,0,303.7945792035938,301.8833831314959,8704.214917599998,No Failure
5201,5202,M20061,M,1396,47.3,161,0,0,0,0,0,0,303.69459213606683,301.8159856160189,6914.723365733332,No Failure
5202,5203,L52382,L,1335,51.1,163,0,0,0,0,0,0,303.69459213606683,301.8159856160189,7143.8185805,HDF
5203,5204,M20063,M,1671,30.5,166,0,0,0,0,0,0,303.69459213606683,301.7485881005419,5337.0901715,No Failure
5204,5205,L52384,L,1989,22.4,168,0,0,0,0,0,0,303.69459213606683,301.8159856160189,4665.6381408,No Failure
5205,5206,L52385,L,1468,43.3,170,0,0,0,0,0,0,303.69459213606683,301.8159856160189,6656.442779866666,No Failure
5206,5207,H34620,H,1711,27.6,175,0,0,0,0,0,0,303.69459213606683,301.7485881005419,4945.2396508,No Failure
5207,5208,M20067,M,1488,41.3,178,0,0,0,0,0,0,303.7945792035938,301.8159856160189,6435.4842832,No Failure
5208,5209,L52388,L,1664,29.3,180,0,0,0,0,0,0,303.7945792035938,301.8159856160189,5105.628292266667,No Failure
5209,5210,M20069,M,1507,38.5,183,0,0,0,0,0,0,303.7945792035938,301.8159856160189,6075.7827001666665,No Failure
5210,5211,L52390,L,1466,42.5,185,0,0,0,0,0,0,303.69459213606683,301.7485881005419,6524.558831666666,No Failure
5211,5212,L52391,L,1433,53.6,187,0,0,0,0,0,0,303.69459213606683,301.6811905850649,8043.391933066668,No Failure
5212,5213,L52392,L,1397,45.7,189,0,0,0,0,0,0,303.69459213606683,301.6811905850649,6685.607207033334,No Failure
5213,5214,M20073,M,1429,43.3,192,0,0,0,0,0,0,303.69459213606683,301.7485881005419,6479.602678766667,No Failure
5214,5215,L52394,L,1572,37.2,194,0,0,0,0,0,0,303.69459213606683,301.8159856160189,6123.838555199999,No Failure
5215,5216,M20075,M,1532,42.7,197,0,0,0,0,0,0,303.69459213606683,301.8159856160189,6850.383602533333,No Failure
5216,5217,M20076,M,1316,51.8,200,0,0,0,0,0,0,303.69459213606683,301.8159856160189,7138.614013066666,"TWF, HDF"
5217,5218,M20077,M,1420,47.9,203,0,0,0,0,0,0,303.7945792035938,301.8833831314959,7122.8222873333325,TWF
5218,5219,L52398,L,1589,37.2,205,0,0,0,0,0,0,303.7945792035938,301.95078064697293,6190.063272400001,TWF
5219,5220,L52399,L,1365,59.9,207,1,0,0,0,1,0,303.7945792035938,302.01817816244994,8562.246465499999,"TWF, HDF, OSF"
