,Unnamed: 0,UDI,Product Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
4422,4496,4497,M,1605,36.0,72,302.49474732574384,300.2658427600475,6050.70234,No Failure
4423,4497,4498,L,1523,36.0,74,302.49474732574384,300.1984452445705,5741.569884,No Failure
4424,4498,4499,H,1614,36.0,79,302.5947343932708,300.2658427600475,6084.631512,No Failure
4425,4499,4500,H,1721,27.4,84,302.5947343932708,300.1984452445705,4938.097769533333,No Failure
4426,4500,4501,L,1638,36.2,86,302.5947343932708,300.2658427600475,6209.4154668,No Failure
4427,4501,4502,L,1307,54.0,88,302.49474732574384,300.1310477290935,7390.904633999999,HDF
4428,4502,4503,L,1642,28.3,90,302.39476025821693,300.1310477290935,4866.176302466667,No Failure
4429,4503,4504,M,1751,30.5,93,302.49474732574384,300.1310477290935,5592.606158166665,No Failure
4430,4504,4505,L,1645,31.6,95,302.39476025821693,300.0636502136165,5443.537712666666,No Failure
4431,4505,4506,L,1426,46.8,97,302.39476025821693,300.0636502136165,6988.6554504,No Failure
4432,4506,4507,M,1520,36.6,100,302.39476025821693,300.0636502136165,5825.764496,No Failure
4433,4507,4508,L,1709,31.8,102,302.39476025821693,300.0636502136165,5691.115948600001,No Failure
4434,4508,4509,L,1426,46.6,104,302.39476025821693,299.9962526981395,6958.789401466666,No Failure
4435,4509,4510,L,1429,43.7,106,302.39476025821693,300.0636502136165,6539.460440233334,No Failure
4436,4510,4511,L,1346,62.4,108,302.39476025821693,300.1310477290935,8795.4466912,HDF
4437,4511,4512,L,1454,43.0,110,302.49474732574384,300.1310477290935,6547.2829993333335,No Failure
4438,4512,4513,M,1411,49.5,113,302.49474732574384,300.1984452445705,7314.092758499999,No Failure
4439,4513,4514,L,1900,24.4,115,302.39476025821693,300.1984452445705,4854.8037466666665,No Failure
4440,4514,4515,L,1479,36.2,117,302.39476025821693,300.1984452445705,5606.670009400001,No Failure
4441,4515,4516,L,1415,48.2,119,302.49474732574384,300.2658427600475,7142.195425666667,No Failure
4442,4516,4517,L,1539,39.0,121,302.49474732574384,300.1984452445705,6285.379113,No Failure
4443,4517,4518,L,1520,31.6,123,302.39476025821693,300.1984452445705,5029.895029333334,No Failure
4444,4518,4519,L,1480,45.8,125,302.39476025821693,300.1984452445705,7098.317885333332,No Failure
4445,4519,4520,L,1666,29.7,127,302.39476025821693,300.2658427600475,5181.5500506,No Failure
4446,4520,4521,L,1456,47.6,129,302.39476025821693,300.2658427600475,7257.659330133333,No Failure
4447,4521,4522,L,1865,23.9,131,302.39476025821693,300.2658427600475,4667.722062166667,No Failure
4448,4522,4523,M,1918,21.6,134,302.49474732574384,300.33324027552453,4338.410126400001,No Failure
4449,4523,4524,L,1488,48.4,136,302.49474732574384,300.2658427600475,7541.826617600001,No Failure
4450,4524,4525,M,1527,38.8,139,302.49474732574384,300.33324027552453,6204.388922799999,No Failure
4451,4525,4526,M,1463,42.2,142,302.39476025821693,300.2658427600475,6465.245612466667,No Failure
4452,4526,4527,L,1521,38.5,144,302.39476025821693,300.2658427600475,6132.226600499999,No Failure
4453,4527,4528,M,1372,45.7,147,302.39476025821693,300.33324027552453,6565.964987866668,HDF
4454,4528,4529,L,1507,39.5,149,302.49474732574384,300.33324027552453,6233.595237833333,No Failure
4455,4529,4530,M,1586,34.3,152,302.39476025821693,300.2658427600475,5696.728922733333,No Failure
4456,4530,4531,L,1487,42.0,154,302.49474732574384,300.2658427600475,6540.162061999999,No Failure
4457,4531,4532,L,1520,41.2,156,302.49474732574384,300.33324027552453,6557.964405333333,No Failure
4458,4532,4533,H,1422,41.9,161,302.49474732574384,300.2658427600475,6239.386235399999,No Failure
4459,4533,4534,M,1375,52.5,164,302.39476025821693,300.1984452445705,7559.4509375,HDF
4460,4534,4535,L,1633,28.0,166,302.39476025821693,300.1310477290935,4788.202038666666,No Failure
4461,4535,4536,L,1503,36.2,168,302.39476025821693,300.1310477290935,5697.6504558,No Failure
4462,4536,4537,L,1351,45.1,170,302.39476025821693,300.1310477290935,6380.579761966667,HDF
4463,4537,4538,L,1548,35.3,172,302.29477319069,300.1310477290935,5722.343353199999,No Failure
4464,4538,4539,L,1923,23.3,174,302.39476025821693,300.1984452445705,4692.0589127,No Failure
4465,4539,4540,L,1592,32.6,176,302.49474732574384,300.1984452445705,5434.866924266667,No Failure
4466,4540,4541,M,1580,35.6,179,302.49474732574384,300.2658427600475,5890.271810666667,No Failure
4467,4541,4542,L,1427,46.8,181,302.49474732574384,300.2658427600475,6993.5563308,No Failure
4468,4542,4543,M,1581,32.7,184,302.49474732574384,300.2658427600475,5413.8706311000005,No Failure
4469,4543,4544,M,1542,39.9,187,302.5947343932708,300.33324027552453,6442.961267399999,No Failure
4470,4544,4545,L,1349,55.1,189,302.49474732574384,300.2658427600475,7783.802351366667,HDF
4471,4545,4546,L,1463,43.0,191,302.49474732574384,300.33324027552453,6587.8095103333335,No Failure
4472,4546,4547,M,1429,43.2,194,302.49474732574384,300.2658427600475,6464.638238400001,No Failure
4473,4547,4548,M,1451,53.6,197,302.49474732574384,300.2658427600475,8144.425467466665,No Failure
4474,4548,4549,L,1511,37.2,199,302.5947343932708,300.33324027552453,5886.2086876,No Failure
4475,4549,4550,L,1549,37.5,201,302.5947343932708,300.4006377910016,6082.9036375,TWF
4476,4550,4551,M,1507,40.2,204,302.49474732574384,300.33324027552453,6344.0640142,TWF
4477,4551,4552,M,1524,33.7,207,302.5947343932708,300.33324027552453,5378.2764164,TWF
4478,4552,4553,M,1880,22.7,210,302.69472146079767,300.33324027552453,4469.016494666666,TWF
4479,4553,4554,L,1461,45.4,2,302.5947343932708,300.33324027552453,6945.9926582,No Failure
4480,4554,4555,L,1748,28.2,4,302.5947343932708,300.33324027552453,5162.0093608,No Failure
4481,4555,4556,L,1690,26.7,6,302.69472146079767,300.4006377910016,4725.265519,No Failure
4482,4556,4557,M,1349,51.2,9,302.69472146079767,300.4006377910016,7232.861713066667,HDF
4483,4557,4558,L,1686,26.3,11,302.69472146079767,300.4006377910016,4643.4585154,No Failure
4484,4558,4559,L,1369,47.5,13,302.69472146079767,300.4680353064785,6809.658124166666,HDF
4485,4559,4560,L,1433,43.7,15,302.69472146079767,300.4680353064785,6557.765437966667,No Failure
4486,4560,4561,L,1597,41.9,17,302.69472146079767,300.4680353064785,7007.243191233334,No Failure
4487,4561,4562,L,1610,32.2,19,302.8946955958515,300.5354328219556,5428.876959333334,No Failure
4488,4562,4563,L,1398,57.7,21,302.69472146079767,300.4680353064785,8447.170023800001,No Failure
4489,4563,4564,L,1977,20.0,23,302.69472146079767,300.4680353064785,4140.61562,No Failure
4490,4564,4565,L,1516,39.5,25,302.79470852832463,300.5354328219556,6270.823079333333,No Failure
4491,4565,4566,H,1275,55.0,30,302.69472146079767,300.5354328219556,7343.466625,HDF
4492,4566,4567,L,1402,50.5,32,302.79470852832463,300.5354328219556,7414.257119666666,No Failure
4493,4567,4568,M,1451,44.7,35,302.79470852832463,300.5354328219556,6792.086164099999,No Failure
4494,4568,4569,M,1555,36.1,38,302.69472146079767,300.5354328219556,5878.490848166666,No Failure
4495,4569,4570,L,1636,35.0,40,302.79470852832463,300.6028303374326,5996.248113333333,No Failure
4496,4570,4571,L,1312,52.2,42,302.79470852832463,300.6028303374326,7171.872979199999,HDF
4497,4571,4572,L,1708,29.8,44,302.79470852832463,300.6028303374326,5330.063481866667,No Failure
4498,4572,4573,M,1556,36.5,47,302.8946955958515,300.67022785290965,5947.448748666667,No Failure
4499,4573,4574,H,1436,43.5,52,302.79470852832463,300.67022785290965,6541.418698,No Failure
4500,4574,4575,M,1402,40.7,55,302.8946955958515,300.67022785290965,5975.450787533334,No Failure
4501,4575,4576,M,1437,49.9,58,302.8946955958515,300.67022785290965,7509.059833899999,No Failure
4502,4576,4577,M,1926,21.8,61,302.8946955958515,300.73762536838666,4396.8437004,No Failure
4503,4577,4578,L,1800,23.7,63,302.99468266337846,300.80502288386367,4467.34098,No Failure
4504,4578,4579,L,1641,32.6,65,302.99468266337846,300.80502288386367,5602.146119800001,No Failure
4505,4579,4580,L,1374,48.2,67,302.99468266337846,300.80502288386367,6935.248420399999,HDF
4506,4580,4581,L,1494,37.0,69,302.99468266337846,300.80502288386367,5788.693734,No Failure
4507,4581,4582,L,1601,32.9,71,302.99468266337846,300.80502288386367,5515.888530366666,No Failure
4508,4582,4583,L,1634,36.9,73,302.8946955958515,300.80502288386367,6314.030413799999,No Failure
4509,4583,4584,M,1467,37.7,76,302.8946955958515,300.80502288386367,5791.6154127,No Failure
4510,4584,4585,L,1550,32.3,78,302.79470852832463,300.73762536838666,5242.790111666666,No Failure
4511,4585,4586,L,1563,32.2,80,302.79470852832463,300.73762536838666,5270.394215800001,No Failure
4512,4586,4587,L,1395,48.3,82,302.69472146079767,300.6028303374326,7055.8540605,No Failure
4513,4587,4588,M,1507,33.4,85,302.79470852832463,300.67022785290965,5270.938758066666,No Failure
4514,4588,4589,L,1564,38.5,87,302.79470852832463,300.67022785290965,6305.590008666666,No Failure
4515,4589,4590,L,1721,30.0,89,302.79470852832463,300.73762536838666,5406.67639,No Failure
4516,4590,4591,L,1456,36.1,91,302.79470852832463,300.73762536838666,5504.233231466666,No Failure
4517,4592,4593,L,1555,33.9,98,302.8946955958515,300.73762536838666,5520.244868499999,No Failure
4518,4593,4594,L,1409,41.9,100,302.99468266337846,300.80502288386367,6182.345432966666,No Failure
4519,4594,4595,M,1387,41.4,103,302.99468266337846,300.80502288386367,6013.1917554,No Failure
4520,4595,4596,M,1460,43.9,106,302.99468266337846,300.80502288386367,6711.902315333332,No Failure
4521,4596,4597,L,1361,47.6,108,302.99468266337846,300.80502288386367,6784.116997466667,HDF
4522,4597,4598,M,1490,43.0,111,302.99468266337846,300.73762536838666,6709.389043333334,No Failure
4523,4598,4599,L,1399,49.2,113,303.09466973090537,300.80502288386367,7207.938432399999,No Failure
4524,4599,4600,L,1420,55.8,115,303.09466973090537,300.73762536838666,8297.567507999998,No Failure
4525,4600,4601,L,1359,44.2,117,302.99468266337846,300.67022785290965,6290.2799934,HDF
4526,4601,4602,M,1372,54.3,120,302.99468266337846,300.73762536838666,7801.5732788,HDF
4527,4602,4603,M,1409,41.7,123,302.99468266337846,300.67022785290965,6152.8354309,No Failure
4528,4603,4604,H,1452,58.3,128,302.8946955958515,300.67022785290965,8864.687334799999,No Failure
4529,4604,4605,L,1820,24.6,130,302.8946955958515,300.67022785290965,4688.508916000001,No Failure
4530,4605,4606,H,1469,48.7,135,302.8946955958515,300.67022785290965,7491.676369233333,No Failure
4531,4606,4607,L,1556,45.3,137,302.8946955958515,300.73762536838666,7381.3542004,No Failure
4532,4607,4608,L,1980,20.2,139,302.99468266337846,300.73762536838666,4188.367788,No Failure
4533,4608,4609,M,1519,38.0,142,302.99468266337846,300.80502288386367,6044.628599333333,No Failure
4534,4609,4610,L,1456,44.0,144,302.99468266337846,300.80502288386367,6708.7607253333335,No Failure
4535,4610,4611,L,1394,45.3,146,303.09466973090537,300.80502288386367,6612.858454599998,No Failure
4536,4611,4612,L,1365,56.2,148,302.99468266337846,300.8724203993407,8033.359789,HDF
4537,4613,4614,L,1403,55.6,152,303.09466973090537,300.8724203993407,8168.846093733334,No Failure
4538,4614,4615,H,1503,37.0,157,302.99468266337846,300.80502288386367,5823.565382999999,No Failure
4539,4615,4616,L,1793,29.3,159,302.99468266337846,300.8724203993407,5501.437216366667,No Failure
4540,4616,4617,L,1829,24.5,161,303.09466973090537,300.9398179148177,4692.540623166667,No Failure
4541,4617,4618,M,1831,23.3,164,303.09466973090537,300.9398179148177,4467.581835233334,No Failure
4542,4618,4619,M,1335,53.6,167,302.99468266337846,300.8724203993407,7493.320468000001,HDF
4543,4619,4620,H,2056,19.7,172,303.09466973090537,300.8724203993407,4241.481602933333,No Failure
4544,4620,4621,L,1336,52.6,174,303.09466973090537,300.8724203993407,7359.027967466666,HDF
4545,4621,4622,L,1341,51.0,176,302.99468266337846,300.80502288386367,7161.882723,HDF
4546,4622,4623,M,1526,37.3,179,302.99468266337846,300.73762536838666,5960.622482733332,No Failure
4547,4623,4624,L,1525,40.7,181,302.99468266337846,300.73762536838666,6499.687910833334,No Failure
4548,4624,4625,M,1428,39.8,184,302.99468266337846,300.73762536838666,5951.679423199999,No Failure
4549,4625,4626,L,1511,45.7,186,302.99468266337846,300.80502288386367,7231.175726433334,No Failure
4550,4626,4627,L,1664,29.8,188,302.99468266337846,300.80502288386367,5192.755054933334,No Failure
4551,4627,4628,M,1592,38.9,191,302.99468266337846,300.80502288386367,6485.163293066667,No Failure
4552,4628,4629,M,1597,36.7,194,302.99468266337846,300.73762536838666,6137.609191366668,No Failure
4553,4629,4630,L,1735,26.1,196,302.99468266337846,300.80502288386367,4742.0730255,No Failure
4554,4630,4631,L,1751,23.8,198,302.8946955958515,300.80502288386367,4364.066444733333,No Failure
4555,4631,4632,L,1383,44.6,200,302.99468266337846,300.80502288386367,6459.297535400001,TWF
4556,4632,4633,M,1330,53.7,203,302.8946955958515,300.80502288386367,7479.183312999999,"TWF, HDF"
4557,4633,4634,L,1382,50.5,205,302.99468266337846,300.80502288386367,7308.490256333333,TWF
4558,4634,4635,L,1755,30.4,207,302.99468266337846,300.80502288386367,5587.003656,TWF
4559,4635,4636,M,1614,35.7,210,302.99468266337846,300.80502288386367,6033.9262494,TWF
4560,4636,4637,L,1466,43.0,212,302.99468266337846,300.8724203993407,6601.318347333333,TWF
4561,4637,4638,M,1847,24.7,215,303.09466973090537,300.8724203993407,4777.405441033333,TWF
4562,4638,4639,L,1474,34.8,217,303.09466973090537,300.8724203993407,5371.616245599999,TWF
4563,4639,4640,L,1657,31.8,219,303.09466973090537,300.8724203993407,5517.9515078,TWF
4564,4640,4641,L,1435,40.1,221,303.09466973090537,300.80502288386367,6025.936138833333,TWF
4565,4641,4642,H,1494,42.7,226,303.09466973090537,300.8724203993407,6680.4654714,TWF
4566,4642,4643,L,1238,54.6,228,303.1946567984323,300.9398179148177,7078.5049244,"TWF, HDF, OSF"
4567,4643,4644,L,1324,54.2,230,303.1946567984323,300.9398179148177,7514.767055733333,"TWF, HDF, OSF"
4568,4644,4645,L,1514,41.2,232,303.1946567984323,300.9398179148177,6532.077703733335,TWF
4569,4645,4646,L,1732,25.6,234,303.2946438659592,300.9398179148177,4643.186244266667,TWF
4570,4646,4647,L,1497,46.0,236,303.2946438659592,300.9398179148177,7211.205685999999,TWF
4571,4647,4648,L,1958,21.5,2,303.2946438659592,300.9398179148177,4408.383807666667,No Failure
4572,4648,4649,L,1630,32.5,4,303.2946438659592,300.9398179148177,5547.524341666666,No Failure
4573,4649,4650,M,1395,59.1,7,303.2946438659592,300.9398179148177,8633.5605585,No Failure
4574,4650,4651,L,1658,30.5,9,303.2946438659592,300.9398179148177,5295.568823666667,No Failure
4575,4651,4652,L,1349,51.1,11,303.1946567984323,300.9398179148177,7218.735030033334,HDF
4576,4652,4653,L,1452,52.9,13,303.09466973090537,300.80502288386367,8043.601372399999,No Failure
4577,4653,4654,M,1594,35.5,16,303.09466973090537,300.73762536838666,5925.771777666667,No Failure
4578,4654,4655,M,1510,47.6,19,303.09466973090537,300.67022785290965,7526.830761333334,No Failure
4579,4655,4656,L,1854,22.6,21,303.09466973090537,300.73762536838666,4387.7959212000005,No Failure
4580,4656,4657,L,1626,32.3,23,303.09466973090537,300.80502288386367,5499.8559494,No Failure
4581,4657,4658,L,1628,35.2,25,303.09466973090537,300.80502288386367,6001.023330133333,No Failure
4582,4658,4659,L,1679,34.8,27,303.09466973090537,300.80502288386367,6118.686347599998,No Failure
4583,4659,4660,M,1489,44.5,30,303.09466973090537,300.80502288386367,6938.777473166667,No Failure
4584,4660,4661,L,1439,43.9,32,303.1946567984323,300.80502288386367,6615.361254633334,No Failure
4585,4661,4662,L,1350,48.1,34,303.2946438659592,300.8724203993407,6799.971554999999,HDF
4586,4662,4663,H,1607,31.7,39,303.2946438659592,300.80502288386367,5334.618787366667,No Failure
4587,4663,4664,L,1389,53.9,41,303.2946438659592,300.8724203993407,7840.057756299999,No Failure
4588,4664,4665,M,1566,46.1,44,303.2946438659592,300.8724203993407,7559.985007800001,No Failure
4589,4665,4666,M,1307,54.0,47,303.3946309334861,300.9398179148177,7390.904633999999,HDF
4590,4666,4667,M,1569,36.6,50,303.2946438659592,301.0072154302947,6013.5687462,No Failure
4591,4667,4668,H,1651,30.6,55,303.2946438659592,300.9398179148177,5290.5003918,No Failure
4592,4668,4669,H,1692,27.9,60,303.2946438659592,300.9398179148177,4943.4803604,No Failure
4593,4669,4670,M,1373,47.3,63,303.2946438659592,301.0072154302947,6800.798840366665,HDF
4594,4670,4671,L,1610,35.5,65,303.1946567984323,300.9398179148177,5985.252548333333,No Failure
4595,4671,4672,L,1511,43.4,67,303.2946438659592,300.9398179148177,6867.243468866666,No Failure
4596,4672,4673,L,1412,55.6,69,303.2946438659592,301.0072154302947,8221.247814933333,No Failure
4597,4673,4674,L,1501,36.2,71,303.3946309334861,301.0072154302947,5690.068751933333,No Failure
4598,4674,4675,L,1414,44.8,73,303.3946309334861,301.0072154302947,6633.6976682666655,No Failure
4599,4675,4676,H,1629,33.5,78,303.494618001013,301.0072154302947,5714.7092895,No Failure
4600,4676,4677,L,1879,21.3,80,303.3946309334861,301.0072154302947,4191.1638031,No Failure
4601,4677,4678,H,1466,47.0,85,303.494618001013,301.0746129457718,7215.394472666666,No Failure
4602,4678,4679,H,1476,40.1,90,303.59460506854,301.1420104612488,6198.1057428,No Failure
4603,4679,4680,L,1695,30.7,92,303.59460506854,301.2094079767258,5449.2449345,No Failure
4604,4680,4681,L,1491,39.8,94,303.59460506854,301.1420104612488,6214.253515399999,No Failure
4605,4681,4682,M,1659,34.7,97,303.59460506854,301.2094079767258,6028.4284669,No Failure
4606,4682,4683,L,1567,31.7,99,303.59460506854,301.2094079767258,5201.834250033333,No Failure
4607,4683,4684,L,1736,32.9,101,303.59460506854,301.2094079767258,5981.000929866666,No Failure
4608,4684,4685,M,1421,44.8,104,303.59460506854,301.2094079767258,6666.537755733333,No Failure
4609,4685,4686,M,1627,30.8,107,303.59460506854,301.2094079767258,5247.670048133334,No Failure
4610,4686,4687,M,1562,34.2,110,303.494618001013,301.0746129457718,5594.1664812,No Failure
4611,4688,4689,L,1577,38.1,114,303.494618001013,301.0746129457718,6291.9450361,No Failure
4612,4689,4690,M,1560,36.4,117,303.3946309334861,301.0072154302947,5946.401552,No Failure
4613,4690,4691,M,1483,43.0,120,303.3946309334861,301.0072154302947,6677.868423666666,No Failure
4614,4691,4692,L,1535,33.3,122,303.494618001013,301.0072154302947,5352.798121499999,No Failure
4615,4692,4693,M,1606,29.6,125,303.3946309334861,300.9398179148177,4978.121626133334,No Failure
4616,4693,4694,M,1817,24.7,128,303.3946309334861,301.0072154302947,4699.8081680333335,No Failure
4617,4694,4695,L,1424,50.8,130,303.3946309334861,301.0072154302947,7575.336910933333,No Failure
4618,4695,4696,L,1514,34.7,132,303.2946438659592,301.0746129457718,5501.531464066668,No Failure
4619,4696,4697,L,1449,41.7,134,303.3946309334861,301.0746129457718,6327.5078349000005,No Failure
4620,4697,4698,M,1573,34.0,137,303.494618001013,301.0746129457718,5600.617212666666,No Failure
4621,4698,4699,L,1564,41.9,139,303.3946309334861,301.0746129457718,6862.447308133333,No Failure
4622,4699,4700,L,1428,46.2,141,303.494618001013,301.0746129457718,6908.7334008,No Failure
4623,4700,4701,L,1620,31.0,143,303.494618001013,301.1420104612488,5259.02166,No Failure
4624,4701,4702,H,1584,32.7,148,303.494618001013,301.1420104612488,5424.1436304,No Failure
4625,4702,4703,L,1222,66.8,150,303.59460506854,301.2094079767258,8548.224502133333,HDF
4626,4703,4704,M,1432,42.5,153,303.59460506854,301.2094079767258,6373.238913333334,No Failure
4627,4704,4705,L,1561,33.3,155,303.69459213606683,301.27680549220275,5443.464408899999,No Failure
4628,4705,4706,L,1614,33.2,157,303.59460506854,301.2094079767258,5611.3823944000005,No Failure
4629,4706,4707,L,1959,22.3,159,303.494618001013,301.1420104612488,4574.7519421,No Failure
4630,4707,4708,L,1944,23.5,161,303.494618001013,301.2094079767258,4784.013252,No Failure
4631,4708,4709,L,1793,25.8,163,303.3946309334861,301.1420104612488,4844.2689482,No Failure
4632,4709,4710,M,1446,50.0,166,303.3946309334861,301.0746129457718,7571.2319,No Failure
4633,4710,4711,L,1673,32.2,168,303.3946309334861,301.1420104612488,5641.311275133334,No Failure
4634,4711,4712,M,1515,44.2,171,303.3946309334861,301.1420104612488,7012.343039,No Failure
4635,4712,4713,L,1564,35.9,173,303.3946309334861,301.2094079767258,5879.757956133332,No Failure
4636,4713,4714,L,1451,45.2,175,303.494618001013,301.2094079767258,6868.060282266666,No Failure
4637,4714,4715,H,1693,28.3,180,303.3946309334861,301.2094079767258,5017.318197366667,No Failure
4638,4715,4716,L,1476,42.3,182,303.3946309334861,301.1420104612488,6538.1514444,No Failure
4639,4716,4717,L,1712,30.1,184,303.3946309334861,301.0746129457718,5396.330086933333,No Failure
4640,4717,4718,M,1425,45.4,187,303.3946309334861,301.0746129457718,6774.838834999999,No Failure
4641,4718,4719,L,1337,56.8,189,303.2946438659592,301.0746129457718,7952.579038133334,HDF
4642,4719,4720,M,1690,34.9,192,303.3946309334861,301.1420104612488,6176.4706596666665,No Failure
4643,4720,4721,M,1353,44.1,195,303.3946309334861,301.1420104612488,6248.339766899999,HDF
4644,4721,4722,L,1927,21.9,197,303.494618001013,301.2094079767258,4419.306068899999,No Failure
4645,4722,4723,M,1391,42.7,200,303.3946309334861,301.2094079767258,6219.897905433333,TWF
4646,4723,4724,L,1366,50.9,202,303.3946309334861,301.2094079767258,7281.095591533333,"TWF, HDF"
4647,4724,4725,L,1771,31.6,204,303.3946309334861,301.27680549220275,5860.489537466666,TWF
4648,4725,4726,M,1515,42.6,207,303.3946309334861,301.2094079767258,6758.502567,TWF
4649,4727,4728,M,1341,47.0,213,303.3946309334861,301.2094079767258,6600.166431,"TWF, HDF"
4650,4728,4729,L,1406,47.1,215,303.3946309334861,301.1420104612488,6934.8085978,TWF
4651,4729,4730,L,1306,61.0,217,303.3946309334861,301.2094079767258,8342.596964666667,"TWF, HDF, OSF"
4652,4730,4731,L,1508,35.5,219,303.2946438659592,301.1420104612488,5606.062635333334,TWF
4653,4731,4732,L,1301,45.1,221,303.2946438659592,301.0746129457718,6144.4369136333335,"TWF, HDF"
4654,4732,4733,L,1539,38.5,223,303.2946438659592,301.1420104612488,6204.7973295,TWF
4655,4733,4734,L,1484,44.6,225,303.2946438659592,301.0746129457718,6931.017745866667,TWF
4656,4734,4735,L,1507,39.2,227,303.1946567984323,301.0072154302947,6186.2514765333335,TWF
4657,4735,4736,L,1544,42.5,229,303.1946567984323,301.0072154302947,6871.704526666666,TWF
4658,4736,4737,L,1513,37.9,2,303.1946567984323,301.0072154302947,6004.908429766666,No Failure
4659,4737,4738,M,1336,58.2,5,303.1946567984323,301.0072154302947,8142.4986256,HDF
4660,4739,4740,L,1351,53.8,10,303.1946567984323,300.9398179148177,7611.423308066666,HDF
4661,4740,4741,L,1601,35.2,12,303.2946438659592,301.0072154302947,5901.497758933334,No Failure
4662,4741,4742,L,1393,52.9,14,303.1946567984323,300.8724203993407,7716.760820766666,No Failure
4663,4742,4743,L,1592,33.7,16,303.2946438659592,300.8724203993407,5618.252004533335,No Failure
4664,4743,4744,L,1409,51.8,18,303.2946438659592,300.8724203993407,7643.090535266666,No Failure
4665,4744,4745,L,1393,47.4,20,303.2946438659592,300.8724203993407,6914.451094599999,No Failure
4666,4745,4746,H,1475,43.1,25,303.1946567984323,300.80502288386367,6657.291009166666,No Failure
4667,4746,4747,L,1427,45.6,27,303.1946567984323,300.80502288386367,6814.2343736,No Failure
4668,4747,4748,L,1763,27.3,29,303.2946438659592,300.80502288386367,5040.1470847,No Failure
4669,4748,4749,L,1363,46.7,31,303.1946567984323,300.80502288386367,6665.6266946333335,HDF
4670,4749,4750,L,1404,50.9,33,303.1946567984323,300.80502288386367,7483.6443708,No Failure
4671,4750,4751,M,1688,31.9,36,303.1946567984323,300.80502288386367,5638.860834933333,No Failure
4672,4751,4752,L,1510,37.3,38,303.2946438659592,300.9398179148177,5898.125785666666,No Failure
4673,4752,4753,H,1502,39.5,43,303.2946438659592,300.8724203993407,6212.913103666667,No Failure
4674,4753,4754,H,1607,36.6,48,303.1946567984323,300.9398179148177,6159.2128586,No Failure
4675,4754,4755,M,1384,54.8,51,303.2946438659592,301.0072154302947,7942.274622933332,No Failure
4676,4755,4756,L,1295,51.3,53,303.3946309334861,301.1420104612488,6956.893975499999,HDF
4677,4756,4757,H,1991,19.0,58,303.3946309334861,301.1420104612488,3961.440270333333,No Failure
4678,4757,4758,L,1497,42.8,60,303.3946309334861,301.0746129457718,6709.556594799999,No Failure
4679,4758,4759,L,1465,48.7,62,303.494618001013,301.0746129457718,7471.276978166666,No Failure
4680,4759,4760,L,1361,46.5,64,303.494618001013,301.0746129457718,6627.341184500001,HDF
4681,4760,4761,L,1546,38.5,66,303.59460506854,301.1420104612488,6233.019279666666,No Failure
4682,4761,4762,H,1332,52.7,71,303.69459213606683,301.27680549220275,7350.943609200001,HDF
4683,4763,4764,L,1443,45.9,76,303.69459213606683,301.41160052315684,6935.9709861,No Failure
4684,4764,4765,M,1402,48.6,79,303.69459213606683,301.3442030076798,7135.304871599999,No Failure
4685,4765,4766,L,1892,22.5,81,303.69459213606683,301.3442030076798,4457.91621,No Failure
4686,4766,4767,M,1645,35.7,84,303.59460506854,301.3442030076798,6149.8195045,No Failure
4687,4767,4768,L,1473,50.1,86,303.59460506854,301.27680549220275,7728.028656900001,No Failure
4688,4768,4769,L,1309,52.9,88,303.59460506854,301.3442030076798,7251.428509966667,HDF
4689,4769,4770,H,1544,37.1,93,303.59460506854,301.27680549220275,5998.5938338666665,No Failure
4690,4770,4771,L,1344,49.3,95,303.494618001013,301.27680549220275,6938.641337599998,HDF
4691,4771,4772,M,1617,36.0,98,303.59460506854,301.27680549220275,6095.941236000001,No Failure
4692,4772,4773,M,1435,37.9,101,303.59460506854,301.3442030076798,5695.336151166666,No Failure
4693,4773,4774,L,1391,50.3,103,303.59460506854,301.3442030076798,7326.952333566665,No Failure
4694,4774,4775,L,1827,23.3,105,303.59460506854,301.3442030076798,4457.8219623,No Failure
4695,4775,4776,L,1761,25.8,107,303.494618001013,301.3442030076798,4757.8123914,No Failure
4696,4776,4777,L,1522,36.4,109,303.494618001013,301.41160052315684,5801.553309066666,No Failure
4697,4777,4778,M,1818,23.6,112,303.494618001013,301.47899803863385,4492.9763544,No Failure
4698,4778,4779,H,1371,54.6,117,303.59460506854,301.47899803863385,7838.9581998,HDF
4699,4779,4780,L,1511,38.9,119,303.69459213606683,301.54639555411086,6155.202095366666,No Failure
4700,4780,4781,L,1404,46.6,121,303.69459213606683,301.61379306958787,6851.4307992,No Failure
4701,4781,4782,L,1384,45.9,123,303.69459213606683,301.54639555411086,6652.3796568,No Failure
4702,4782,4783,L,1368,52.6,125,303.7945792035938,301.6811905850649,7535.292110399999,HDF
4703,4783,4784,L,1641,36.0,127,303.69459213606683,301.6811905850649,6186.419028,No Failure
4704,4784,4785,L,1642,32.3,129,303.89456627112065,301.7485881005419,5553.975073133332,No Failure
4705,4785,4786,H,1401,50.0,134,303.89456627112065,301.8159856160189,7335.61265,No Failure
4706,4786,4787,L,1577,41.3,136,303.7945792035938,301.7485881005419,6820.402361966666,No Failure
4707,4787,4788,L,1396,44.1,138,303.69459213606683,301.7485881005419,6446.919670799999,No Failure
4708,4788,4789,H,1514,35.5,143,303.69459213606683,301.7485881005419,5628.367924333334,No Failure
